user_id,destination,year,month,visitors,rating,review_text,cost_level,dest_type,city
102,Rishikesh,2021,11,2181,4.4,Excellent hospitality.,2,adventure,Rishikesh
196,Goa,2021,12,5187,3.8,"Amazing views, perfect for families.",3,beach,Goa
191,Goa,2021,12,5187,4.4,Not well maintained in some areas.,3,beach,Goa
166,Goa,2021,12,5187,4.7,Budget-friendly and great food.,3,beach,Goa
157,Goa,2021,12,5187,3.8,Not well maintained in some areas.,3,beach,Goa
125,Goa,2021,12,5187,3.8,Excellent hospitality.,3,beach,Goa
190,Manali,2021,12,3094,3.6,Not well maintained in some areas.,2,mountain,Manali
175,Manali,2021,12,3094,2.8,Excellent hospitality.,2,mountain,Manali
142,Manali,2021,12,3094,3.5,"Amazing views, perfect for families.",2,mountain,Manali
113,Manali,2021,12,3094,3.5,Great place with excellent beaches.,2,mountain,Manali
103,Manali,2021,12,3094,3.9,Excellent hospitality.,2,mountain,Manali
183,Jaipur,2021,12,4333,3.5,Budget-friendly and great food.,2,culture,Jaipur
163,Jaipur,2021,12,4333,4.3,Must visit for culture lovers.,2,culture,Jaipur
104,Jaipur,2021,12,4333,3.9,Good food and hotels.,2,culture,Jaipur
111,Jaipur,2021,12,4333,4.3,Must visit for culture lovers.,2,culture,Jaipur
196,Jaipur,2021,12,4333,4.0,Must visit for culture lovers.,2,culture,Jaipur
140,Varanasi,2021,12,3010,3.2,Must visit for culture lovers.,2,spiritual,Varanasi
116,Varanasi,2021,12,3010,4.3,Peaceful and beautiful scenery.,2,spiritual,Varanasi
100,Varanasi,2021,12,3010,3.8,Peaceful and beautiful scenery.,2,spiritual,Varanasi
184,Varanasi,2021,12,3010,3.5,Excellent hospitality.,2,spiritual,Varanasi
167,Varanasi,2021,12,3010,4.0,Excellent hospitality.,2,spiritual,Varanasi
189,Kerala,2021,12,4538,4.4,Good food and hotels.,3,backwater,Kerala
186,Kerala,2021,12,4538,3.4,Must visit for culture lovers.,3,backwater,Kerala
157,Kerala,2021,12,4538,3.4,Adventure sports were thrilling.,3,backwater,Kerala
123,Kerala,2021,12,4538,4.2,Excellent hospitality.,3,backwater,Kerala
147,Kerala,2021,12,4538,4.0,Too crowded during holidays.,3,backwater,Kerala
130,Rishikesh,2021,12,2264,4.4,Must visit for culture lovers.,2,adventure,Rishikesh
102,Rishikesh,2021,12,2264,3.2,Good food and hotels.,2,adventure,Rishikesh
113,Rishikesh,2021,12,2264,2.9,Too crowded during holidays.,2,adventure,Rishikesh
191,Rishikesh,2021,12,2264,4.5,Adventure sports were thrilling.,2,adventure,Rishikesh
131,Rishikesh,2021,12,2264,4.6,Not well maintained in some areas.,2,adventure,Rishikesh
100,Goa,2022,1,4693,3.8,Budget-friendly and great food.,3,beach,Goa
165,Goa,2022,1,4693,3.6,Adventure sports were thrilling.,3,beach,Goa
182,Goa,2022,1,4693,4.0,Not well maintained in some areas.,3,beach,Goa
148,Goa,2022,1,4693,3.9,Adventure sports were thrilling.,3,beach,Goa
128,Goa,2022,1,4693,3.5,"Amazing views, perfect for families.",3,beach,Goa
188,Manali,2022,1,3614,4.3,"Amazing views, perfect for families.",2,mountain,Manali
196,Manali,2022,1,3614,4.2,Must visit for culture lovers.,2,mountain,Manali
115,Manali,2022,1,3614,4.6,Good food and hotels.,2,mountain,Manali
136,Manali,2022,1,3614,4.3,Must visit for culture lovers.,2,mountain,Manali
107,Manali,2022,1,3614,4.4,Excellent hospitality.,2,mountain,Manali
134,Jaipur,2022,1,4191,4.8,Excellent hospitality.,2,culture,Jaipur
102,Jaipur,2022,1,4191,4.9,Good food and hotels.,2,culture,Jaipur
138,Jaipur,2022,1,4191,4.7,Adventure sports were thrilling.,2,culture,Jaipur
172,Jaipur,2022,1,4191,4.1,Not well maintained in some areas.,2,culture,Jaipur
182,Jaipur,2022,1,4191,4.7,Budget-friendly and great food.,2,culture,Jaipur
166,Varanasi,2022,1,2803,3.3,Adventure sports were thrilling.,2,spiritual,Varanasi
175,Varanasi,2022,1,2803,4.0,Peaceful and beautiful scenery.,2,spiritual,Varanasi
114,Varanasi,2022,1,2803,4.0,Not well maintained in some areas.,2,spiritual,Varanasi
199,Varanasi,2022,1,2803,4.9,Too crowded during holidays.,2,spiritual,Varanasi
169,Varanasi,2022,1,2803,4.4,Must visit for culture lovers.,2,spiritual,Varanasi
141,Kerala,2022,1,4203,3.6,Must visit for culture lovers.,3,backwater,Kerala
198,Kerala,2022,1,4203,3.4,Budget-friendly and great food.,3,backwater,Kerala
187,Kerala,2022,1,4203,4.3,"Amazing views, perfect for families.",3,backwater,Kerala
154,Kerala,2022,1,4203,4.2,Budget-friendly and great food.,3,backwater,Kerala
108,Kerala,2022,1,4203,3.1,Adventure sports were thrilling.,3,backwater,Kerala
105,Rishikesh,2022,1,2063,3.6,Not well maintained in some areas.,2,adventure,Rishikesh
126,Rishikesh,2022,1,2063,3.5,Peaceful and beautiful scenery.,2,adventure,Rishikesh
158,Rishikesh,2022,1,2063,4.2,Good food and hotels.,2,adventure,Rishikesh
115,Rishikesh,2022,1,2063,4.2,Budget-friendly and great food.,2,adventure,Rishikesh
123,Rishikesh,2022,1,2063,4.6,Adventure sports were thrilling.,2,adventure,Rishikesh
125,Goa,2022,2,5329,3.7,Peaceful and beautiful scenery.,3,beach,Goa
114,Goa,2022,2,5329,4.1,Great place with excellent beaches.,3,beach,Goa
173,Goa,2022,2,5329,3.7,"Amazing views, perfect for families.",3,beach,Goa
197,Goa,2022,2,5329,3.7,Adventure sports were thrilling.,3,beach,Goa
170,Goa,2022,2,5329,4.2,Must visit for culture lovers.,3,beach,Goa
114,Manali,2022,2,2879,4.7,Great place with excellent beaches.,2,mountain,Manali
166,Manali,2022,2,2879,3.4,Too crowded during holidays.,2,mountain,Manali
101,Manali,2022,2,2879,2.9,Good food and hotels.,2,mountain,Manali
146,Manali,2022,2,2879,3.1,Adventure sports were thrilling.,2,mountain,Manali
115,Manali,2022,2,2879,4.0,Not well maintained in some areas.,2,mountain,Manali
139,Jaipur,2022,2,2509,3.4,Not well maintained in some areas.,2,culture,Jaipur
150,Jaipur,2022,2,2509,3.8,Not well maintained in some areas.,2,culture,Jaipur
165,Jaipur,2022,2,2509,3.6,Too crowded during holidays.,2,culture,Jaipur
108,Jaipur,2022,2,2509,3.6,Must visit for culture lovers.,2,culture,Jaipur
173,Jaipur,2022,2,2509,3.8,Good food and hotels.,2,culture,Jaipur
102,Varanasi,2022,2,3228,4.9,Excellent hospitality.,2,spiritual,Varanasi
154,Varanasi,2022,2,3228,4.0,Excellent hospitality.,2,spiritual,Varanasi
172,Varanasi,2022,2,3228,4.1,Not well maintained in some areas.,2,spiritual,Varanasi
145,Varanasi,2022,2,3228,4.2,Must visit for culture lovers.,2,spiritual,Varanasi
141,Varanasi,2022,2,3228,5.0,Too crowded during holidays.,2,spiritual,Varanasi
159,Kerala,2022,2,4455,4.0,Peaceful and beautiful scenery.,3,backwater,Kerala
136,Kerala,2022,2,4455,4.1,Budget-friendly and great food.,3,backwater,Kerala
139,Kerala,2022,2,4455,4.0,Not well maintained in some areas.,3,backwater,Kerala
100,Kerala,2022,2,4455,4.2,Must visit for culture lovers.,3,backwater,Kerala
157,Kerala,2022,2,4455,4.2,Peaceful and beautiful scenery.,3,backwater,Kerala
171,Rishikesh,2022,2,1518,4.0,Good food and hotels.,2,adventure,Rishikesh
193,Rishikesh,2022,2,1518,3.7,Too crowded during holidays.,2,adventure,Rishikesh
102,Rishikesh,2022,2,1518,4.4,Excellent hospitality.,2,adventure,Rishikesh
124,Rishikesh,2022,2,1518,3.3,Excellent hospitality.,2,adventure,Rishikesh
118,Rishikesh,2022,2,1518,3.8,Great place with excellent beaches.,2,adventure,Rishikesh
125,Goa,2022,3,2824,3.1,Budget-friendly and great food.,3,beach,Goa
104,Goa,2022,3,2824,3.0,Too crowded during holidays.,3,beach,Goa
100,Goa,2022,3,2824,4.0,Good food and hotels.,3,beach,Goa
143,Goa,2022,3,2824,3.9,Great place with excellent beaches.,3,beach,Goa
112,Goa,2022,3,2824,3.9,Excellent hospitality.,3,beach,Goa
162,Manali,2022,3,1991,3.5,Too crowded during holidays.,2,mountain,Manali
188,Manali,2022,3,1991,4.1,Great place with excellent beaches.,2,mountain,Manali
174,Manali,2022,3,1991,4.6,"Amazing views, perfect for families.",2,mountain,Manali
198,Manali,2022,3,1991,3.8,Peaceful and beautiful scenery.,2,mountain,Manali
110,Manali,2022,3,1991,2.7,Good food and hotels.,2,mountain,Manali
159,Jaipur,2022,3,1988,4.5,Too crowded during holidays.,2,culture,Jaipur
139,Jaipur,2022,3,1988,3.7,Peaceful and beautiful scenery.,2,culture,Jaipur
153,Jaipur,2022,3,1988,3.6,Budget-friendly and great food.,2,culture,Jaipur
152,Jaipur,2022,3,1988,4.2,Budget-friendly and great food.,2,culture,Jaipur
171,Jaipur,2022,3,1988,3.2,Great place with excellent beaches.,2,culture,Jaipur
102,Varanasi,2022,3,2916,5.0,Must visit for culture lovers.,2,spiritual,Varanasi
174,Varanasi,2022,3,2916,3.9,Adventure sports were thrilling.,2,spiritual,Varanasi
110,Varanasi,2022,3,2916,3.4,Great place with excellent beaches.,2,spiritual,Varanasi
177,Varanasi,2022,3,2916,4.0,Excellent hospitality.,2,spiritual,Varanasi
115,Varanasi,2022,3,2916,3.5,"Amazing views, perfect for families.",2,spiritual,Varanasi
118,Kerala,2022,3,2374,4.7,Not well maintained in some areas.,3,backwater,Kerala
162,Kerala,2022,3,2374,4.3,"Amazing views, perfect for families.",3,backwater,Kerala
106,Kerala,2022,3,2374,4.7,Excellent hospitality.,3,backwater,Kerala
144,Kerala,2022,3,2374,3.1,Peaceful and beautiful scenery.,3,backwater,Kerala
140,Kerala,2022,3,2374,3.8,Peaceful and beautiful scenery.,3,backwater,Kerala
177,Rishikesh,2022,3,1839,3.9,Peaceful and beautiful scenery.,2,adventure,Rishikesh
100,Rishikesh,2022,3,1839,4.2,Budget-friendly and great food.,2,adventure,Rishikesh
181,Rishikesh,2022,3,1839,3.9,Too crowded during holidays.,2,adventure,Rishikesh
187,Rishikesh,2022,3,1839,4.0,Adventure sports were thrilling.,2,adventure,Rishikesh
107,Rishikesh,2022,3,1839,4.0,Good food and hotels.,2,adventure,Rishikesh
114,Goa,2022,4,3134,4.0,Great place with excellent beaches.,3,beach,Goa
181,Goa,2022,4,3134,4.5,Great place with excellent beaches.,3,beach,Goa
194,Goa,2022,4,3134,4.4,Good food and hotels.,3,beach,Goa
146,Goa,2022,4,3134,4.1,Not well maintained in some areas.,3,beach,Goa
108,Goa,2022,4,3134,4.4,"Amazing views, perfect for families.",3,beach,Goa
196,Manali,2022,4,2147,2.5,Adventure sports were thrilling.,2,mountain,Manali
119,Manali,2022,4,2147,4.2,Too crowded during holidays.,2,mountain,Manali
106,Manali,2022,4,2147,2.2,Adventure sports were thrilling.,2,mountain,Manali
140,Manali,2022,4,2147,3.1,Excellent hospitality.,2,mountain,Manali
145,Manali,2022,4,2147,4.2,Great place with excellent beaches.,2,mountain,Manali
104,Jaipur,2022,4,2643,4.0,Not well maintained in some areas.,2,culture,Jaipur
193,Jaipur,2022,4,2643,4.2,Adventure sports were thrilling.,2,culture,Jaipur
154,Jaipur,2022,4,2643,4.8,Budget-friendly and great food.,2,culture,Jaipur
165,Jaipur,2022,4,2643,4.1,Excellent hospitality.,2,culture,Jaipur
133,Jaipur,2022,4,2643,3.5,Not well maintained in some areas.,2,culture,Jaipur
154,Varanasi,2022,4,2767,4.5,"Amazing views, perfect for families.",2,spiritual,Varanasi
159,Varanasi,2022,4,2767,4.0,Excellent hospitality.,2,spiritual,Varanasi
100,Varanasi,2022,4,2767,3.9,Budget-friendly and great food.,2,spiritual,Varanasi
199,Varanasi,2022,4,2767,3.9,Excellent hospitality.,2,spiritual,Varanasi
173,Varanasi,2022,4,2767,4.1,Too crowded during holidays.,2,spiritual,Varanasi
162,Kerala,2022,4,2785,4.2,Good food and hotels.,3,backwater,Kerala
199,Kerala,2022,4,2785,4.2,Not well maintained in some areas.,3,backwater,Kerala
171,Kerala,2022,4,2785,3.2,Budget-friendly and great food.,3,backwater,Kerala
130,Kerala,2022,4,2785,4.1,Not well maintained in some areas.,3,backwater,Kerala
140,Kerala,2022,4,2785,4.4,Excellent hospitality.,3,backwater,Kerala
157,Rishikesh,2022,4,2212,4.3,Must visit for culture lovers.,2,adventure,Rishikesh
144,Rishikesh,2022,4,2212,3.8,Great place with excellent beaches.,2,adventure,Rishikesh
103,Rishikesh,2022,4,2212,3.8,Peaceful and beautiful scenery.,2,adventure,Rishikesh
197,Rishikesh,2022,4,2212,4.4,Budget-friendly and great food.,2,adventure,Rishikesh
156,Rishikesh,2022,4,2212,4.7,"Amazing views, perfect for families.",2,adventure,Rishikesh
139,Goa,2022,5,3538,4.1,Peaceful and beautiful scenery.,3,beach,Goa
171,Goa,2022,5,3538,4.4,Excellent hospitality.,3,beach,Goa
189,Goa,2022,5,3538,4.0,Too crowded during holidays.,3,beach,Goa
170,Goa,2022,5,3538,3.6,Great place with excellent beaches.,3,beach,Goa
138,Goa,2022,5,3538,3.8,Budget-friendly and great food.,3,beach,Goa
181,Manali,2022,5,4690,4.4,Adventure sports were thrilling.,2,mountain,Manali
109,Manali,2022,5,4690,4.2,Good food and hotels.,2,mountain,Manali
148,Manali,2022,5,4690,3.4,Too crowded during holidays.,2,mountain,Manali
112,Manali,2022,5,4690,4.7,Must visit for culture lovers.,2,mountain,Manali
125,Manali,2022,5,4690,3.7,Adventure sports were thrilling.,2,mountain,Manali
189,Jaipur,2022,5,2003,4.3,Adventure sports were thrilling.,2,culture,Jaipur
123,Jaipur,2022,5,2003,4.2,Not well maintained in some areas.,2,culture,Jaipur
117,Jaipur,2022,5,2003,4.2,Excellent hospitality.,2,culture,Jaipur
166,Jaipur,2022,5,2003,4.2,Must visit for culture lovers.,2,culture,Jaipur
172,Jaipur,2022,5,2003,4.3,Not well maintained in some areas.,2,culture,Jaipur
193,Varanasi,2022,5,2167,4.5,Good food and hotels.,2,spiritual,Varanasi
161,Varanasi,2022,5,2167,4.6,"Amazing views, perfect for families.",2,spiritual,Varanasi
113,Varanasi,2022,5,2167,4.1,Good food and hotels.,2,spiritual,Varanasi
174,Varanasi,2022,5,2167,3.7,Must visit for culture lovers.,2,spiritual,Varanasi
157,Varanasi,2022,5,2167,4.2,Excellent hospitality.,2,spiritual,Varanasi
160,Kerala,2022,5,2441,3.5,Budget-friendly and great food.,3,backwater,Kerala
184,Kerala,2022,5,2441,4.5,Too crowded during holidays.,3,backwater,Kerala
136,Kerala,2022,5,2441,4.3,Excellent hospitality.,3,backwater,Kerala
167,Kerala,2022,5,2441,4.1,Must visit for culture lovers.,3,backwater,Kerala
194,Kerala,2022,5,2441,3.6,Excellent hospitality.,3,backwater,Kerala
181,Rishikesh,2022,5,2942,3.4,Must visit for culture lovers.,2,adventure,Rishikesh
192,Rishikesh,2022,5,2942,3.9,Too crowded during holidays.,2,adventure,Rishikesh
189,Rishikesh,2022,5,2942,4.1,Peaceful and beautiful scenery.,2,adventure,Rishikesh
194,Rishikesh,2022,5,2942,5.0,"Amazing views, perfect for families.",2,adventure,Rishikesh
139,Rishikesh,2022,5,2942,3.3,"Amazing views, perfect for families.",2,adventure,Rishikesh
197,Goa,2022,6,1941,4.7,Adventure sports were thrilling.,3,beach,Goa
158,Goa,2022,6,1941,3.8,"Amazing views, perfect for families.",3,beach,Goa
128,Goa,2022,6,1941,4.6,Budget-friendly and great food.,3,beach,Goa
130,Goa,2022,6,1941,3.7,"Amazing views, perfect for families.",3,beach,Goa
162,Goa,2022,6,1941,4.0,Great place with excellent beaches.,3,beach,Goa
113,Manali,2022,6,4178,3.4,Not well maintained in some areas.,2,mountain,Manali
183,Manali,2022,6,4178,3.9,Budget-friendly and great food.,2,mountain,Manali
178,Manali,2022,6,4178,3.2,Adventure sports were thrilling.,2,mountain,Manali
139,Manali,2022,6,4178,3.5,"Amazing views, perfect for families.",2,mountain,Manali
144,Manali,2022,6,4178,4.1,Adventure sports were thrilling.,2,mountain,Manali
192,Jaipur,2022,6,2895,4.2,Budget-friendly and great food.,2,culture,Jaipur
160,Jaipur,2022,6,2895,4.0,Adventure sports were thrilling.,2,culture,Jaipur
138,Jaipur,2022,6,2895,4.1,Good food and hotels.,2,culture,Jaipur
186,Jaipur,2022,6,2895,3.8,Budget-friendly and great food.,2,culture,Jaipur
128,Jaipur,2022,6,2895,3.3,Budget-friendly and great food.,2,culture,Jaipur
115,Varanasi,2022,6,2336,4.4,Too crowded during holidays.,2,spiritual,Varanasi
155,Varanasi,2022,6,2336,4.1,Good food and hotels.,2,spiritual,Varanasi
113,Varanasi,2022,6,2336,3.7,Good food and hotels.,2,spiritual,Varanasi
142,Varanasi,2022,6,2336,4.6,Excellent hospitality.,2,spiritual,Varanasi
117,Varanasi,2022,6,2336,4.8,Too crowded during holidays.,2,spiritual,Varanasi
129,Kerala,2022,6,2748,4.3,"Amazing views, perfect for families.",3,backwater,Kerala
198,Kerala,2022,6,2748,3.5,Not well maintained in some areas.,3,backwater,Kerala
194,Kerala,2022,6,2748,4.4,Must visit for culture lovers.,3,backwater,Kerala
111,Kerala,2022,6,2748,3.3,Peaceful and beautiful scenery.,3,backwater,Kerala
131,Kerala,2022,6,2748,3.6,Budget-friendly and great food.,3,backwater,Kerala
138,Rishikesh,2022,6,3591,3.9,Must visit for culture lovers.,2,adventure,Rishikesh
131,Rishikesh,2022,6,3591,4.1,Budget-friendly and great food.,2,adventure,Rishikesh
104,Rishikesh,2022,6,3591,4.0,Too crowded during holidays.,2,adventure,Rishikesh
174,Rishikesh,2022,6,3591,4.6,"Amazing views, perfect for families.",2,adventure,Rishikesh
123,Rishikesh,2022,6,3591,3.8,Peaceful and beautiful scenery.,2,adventure,Rishikesh
105,Goa,2022,7,1605,3.9,Must visit for culture lovers.,3,beach,Goa
149,Goa,2022,7,1605,3.9,Good food and hotels.,3,beach,Goa
106,Goa,2022,7,1605,4.9,Not well maintained in some areas.,3,beach,Goa
122,Goa,2022,7,1605,4.0,Excellent hospitality.,3,beach,Goa
126,Goa,2022,7,1605,3.9,"Amazing views, perfect for families.",3,beach,Goa
126,Manali,2022,7,3870,3.9,Peaceful and beautiful scenery.,2,mountain,Manali
153,Manali,2022,7,3870,4.6,"Amazing views, perfect for families.",2,mountain,Manali
174,Manali,2022,7,3870,4.0,Good food and hotels.,2,mountain,Manali
154,Manali,2022,7,3870,4.0,Not well maintained in some areas.,2,mountain,Manali
180,Manali,2022,7,3870,4.0,Budget-friendly and great food.,2,mountain,Manali
136,Jaipur,2022,7,2501,4.3,Good food and hotels.,2,culture,Jaipur
141,Jaipur,2022,7,2501,4.2,Great place with excellent beaches.,2,culture,Jaipur
168,Jaipur,2022,7,2501,3.8,Budget-friendly and great food.,2,culture,Jaipur
130,Jaipur,2022,7,2501,4.5,Good food and hotels.,2,culture,Jaipur
145,Jaipur,2022,7,2501,4.5,Great place with excellent beaches.,2,culture,Jaipur
167,Varanasi,2022,7,2855,4.1,Adventure sports were thrilling.,2,spiritual,Varanasi
184,Varanasi,2022,7,2855,4.0,Too crowded during holidays.,2,spiritual,Varanasi
172,Varanasi,2022,7,2855,4.7,"Amazing views, perfect for families.",2,spiritual,Varanasi
197,Varanasi,2022,7,2855,2.8,Good food and hotels.,2,spiritual,Varanasi
113,Varanasi,2022,7,2855,3.3,Peaceful and beautiful scenery.,2,spiritual,Varanasi
125,Kerala,2022,7,2243,5.0,Great place with excellent beaches.,3,backwater,Kerala
192,Kerala,2022,7,2243,4.9,Must visit for culture lovers.,3,backwater,Kerala
163,Kerala,2022,7,2243,3.8,Peaceful and beautiful scenery.,3,backwater,Kerala
145,Kerala,2022,7,2243,3.8,Budget-friendly and great food.,3,backwater,Kerala
128,Kerala,2022,7,2243,3.4,Peaceful and beautiful scenery.,3,backwater,Kerala
125,Rishikesh,2022,7,1527,3.6,Too crowded during holidays.,2,adventure,Rishikesh
141,Rishikesh,2022,7,1527,4.1,Excellent hospitality.,2,adventure,Rishikesh
152,Rishikesh,2022,7,1527,4.2,Not well maintained in some areas.,2,adventure,Rishikesh
128,Rishikesh,2022,7,1527,4.2,Good food and hotels.,2,adventure,Rishikesh
160,Rishikesh,2022,7,1527,3.3,Adventure sports were thrilling.,2,adventure,Rishikesh
182,Goa,2022,8,1756,4.2,Adventure sports were thrilling.,3,beach,Goa
165,Goa,2022,8,1756,4.3,"Amazing views, perfect for families.",3,beach,Goa
106,Goa,2022,8,1756,3.9,Excellent hospitality.,3,beach,Goa
136,Goa,2022,8,1756,4.8,Not well maintained in some areas.,3,beach,Goa
161,Goa,2022,8,1756,4.5,Peaceful and beautiful scenery.,3,beach,Goa
133,Manali,2022,8,4423,3.5,Not well maintained in some areas.,2,mountain,Manali
185,Manali,2022,8,4423,4.7,Excellent hospitality.,2,mountain,Manali
146,Manali,2022,8,4423,3.5,Great place with excellent beaches.,2,mountain,Manali
121,Manali,2022,8,4423,3.3,Excellent hospitality.,2,mountain,Manali
105,Manali,2022,8,4423,3.8,Excellent hospitality.,2,mountain,Manali
163,Jaipur,2022,8,2626,5.0,"Amazing views, perfect for families.",2,culture,Jaipur
107,Jaipur,2022,8,2626,4.1,Too crowded during holidays.,2,culture,Jaipur
185,Jaipur,2022,8,2626,4.4,Great place with excellent beaches.,2,culture,Jaipur
118,Jaipur,2022,8,2626,3.8,Budget-friendly and great food.,2,culture,Jaipur
113,Jaipur,2022,8,2626,3.9,Budget-friendly and great food.,2,culture,Jaipur
174,Varanasi,2022,8,2585,3.4,"Amazing views, perfect for families.",2,spiritual,Varanasi
109,Varanasi,2022,8,2585,4.7,Budget-friendly and great food.,2,spiritual,Varanasi
167,Varanasi,2022,8,2585,4.0,Peaceful and beautiful scenery.,2,spiritual,Varanasi
110,Varanasi,2022,8,2585,4.6,"Amazing views, perfect for families.",2,spiritual,Varanasi
105,Varanasi,2022,8,2585,4.2,"Amazing views, perfect for families.",2,spiritual,Varanasi
139,Kerala,2022,8,2834,4.3,Must visit for culture lovers.,3,backwater,Kerala
142,Kerala,2022,8,2834,3.7,Great place with excellent beaches.,3,backwater,Kerala
120,Kerala,2022,8,2834,3.4,Budget-friendly and great food.,3,backwater,Kerala
106,Kerala,2022,8,2834,3.4,Budget-friendly and great food.,3,backwater,Kerala
104,Kerala,2022,8,2834,4.0,Too crowded during holidays.,3,backwater,Kerala
112,Rishikesh,2022,8,2198,4.8,Not well maintained in some areas.,2,adventure,Rishikesh
157,Rishikesh,2022,8,2198,4.6,Adventure sports were thrilling.,2,adventure,Rishikesh
155,Rishikesh,2022,8,2198,3.5,Good food and hotels.,2,adventure,Rishikesh
177,Rishikesh,2022,8,2198,4.8,Great place with excellent beaches.,2,adventure,Rishikesh
146,Rishikesh,2022,8,2198,3.7,Excellent hospitality.,2,adventure,Rishikesh
176,Goa,2022,9,3313,4.5,Great place with excellent beaches.,3,beach,Goa
191,Goa,2022,9,3313,4.8,Not well maintained in some areas.,3,beach,Goa
161,Goa,2022,9,3313,3.6,Too crowded during holidays.,3,beach,Goa
137,Goa,2022,9,3313,4.2,Budget-friendly and great food.,3,beach,Goa
180,Goa,2022,9,3313,3.6,Good food and hotels.,3,beach,Goa
194,Manali,2022,9,1811,4.5,Good food and hotels.,2,mountain,Manali
137,Manali,2022,9,1811,4.0,Budget-friendly and great food.,2,mountain,Manali
106,Manali,2022,9,1811,4.4,"Amazing views, perfect for families.",2,mountain,Manali
131,Manali,2022,9,1811,3.8,Great place with excellent beaches.,2,mountain,Manali
133,Manali,2022,9,1811,4.0,Must visit for culture lovers.,2,mountain,Manali
191,Jaipur,2022,9,2465,4.7,"Amazing views, perfect for families.",2,culture,Jaipur
180,Jaipur,2022,9,2465,3.8,Great place with excellent beaches.,2,culture,Jaipur
118,Jaipur,2022,9,2465,4.2,Adventure sports were thrilling.,2,culture,Jaipur
150,Jaipur,2022,9,2465,3.7,Great place with excellent beaches.,2,culture,Jaipur
195,Jaipur,2022,9,2465,4.0,Not well maintained in some areas.,2,culture,Jaipur
198,Varanasi,2022,9,2620,2.9,Budget-friendly and great food.,2,spiritual,Varanasi
166,Varanasi,2022,9,2620,3.0,Budget-friendly and great food.,2,spiritual,Varanasi
190,Varanasi,2022,9,2620,4.4,Peaceful and beautiful scenery.,2,spiritual,Varanasi
156,Varanasi,2022,9,2620,4.0,"Amazing views, perfect for families.",2,spiritual,Varanasi
105,Varanasi,2022,9,2620,4.1,Not well maintained in some areas.,2,spiritual,Varanasi
199,Kerala,2022,9,2202,3.8,Excellent hospitality.,3,backwater,Kerala
185,Kerala,2022,9,2202,2.9,Peaceful and beautiful scenery.,3,backwater,Kerala
136,Kerala,2022,9,2202,4.1,Too crowded during holidays.,3,backwater,Kerala
184,Kerala,2022,9,2202,4.4,Great place with excellent beaches.,3,backwater,Kerala
196,Kerala,2022,9,2202,3.2,Not well maintained in some areas.,3,backwater,Kerala
118,Rishikesh,2022,9,3001,2.7,Budget-friendly and great food.,2,adventure,Rishikesh
115,Rishikesh,2022,9,3001,4.3,Peaceful and beautiful scenery.,2,adventure,Rishikesh
182,Rishikesh,2022,9,3001,4.4,Adventure sports were thrilling.,2,adventure,Rishikesh
192,Rishikesh,2022,9,3001,3.9,Peaceful and beautiful scenery.,2,adventure,Rishikesh
159,Rishikesh,2022,9,3001,2.8,Must visit for culture lovers.,2,adventure,Rishikesh
112,Goa,2022,10,2701,3.7,Great place with excellent beaches.,3,beach,Goa
141,Goa,2022,10,2701,4.2,"Amazing views, perfect for families.",3,beach,Goa
136,Goa,2022,10,2701,4.3,Great place with excellent beaches.,3,beach,Goa
187,Goa,2022,10,2701,4.9,Not well maintained in some areas.,3,beach,Goa
191,Goa,2022,10,2701,3.9,"Amazing views, perfect for families.",3,beach,Goa
142,Manali,2022,10,2112,4.0,Budget-friendly and great food.,2,mountain,Manali
169,Manali,2022,10,2112,3.2,Budget-friendly and great food.,2,mountain,Manali
149,Manali,2022,10,2112,4.1,Not well maintained in some areas.,2,mountain,Manali
176,Manali,2022,10,2112,4.5,Peaceful and beautiful scenery.,2,mountain,Manali
145,Manali,2022,10,2112,4.1,Must visit for culture lovers.,2,mountain,Manali
156,Jaipur,2022,10,2023,4.1,Good food and hotels.,2,culture,Jaipur
149,Jaipur,2022,10,2023,4.2,Too crowded during holidays.,2,culture,Jaipur
118,Jaipur,2022,10,2023,4.9,Too crowded during holidays.,2,culture,Jaipur
142,Jaipur,2022,10,2023,4.2,Not well maintained in some areas.,2,culture,Jaipur
113,Jaipur,2022,10,2023,4.3,Adventure sports were thrilling.,2,culture,Jaipur
162,Varanasi,2022,10,3613,3.7,Budget-friendly and great food.,2,spiritual,Varanasi
142,Varanasi,2022,10,3613,3.5,Budget-friendly and great food.,2,spiritual,Varanasi
135,Varanasi,2022,10,3613,5.0,Good food and hotels.,2,spiritual,Varanasi
185,Varanasi,2022,10,3613,4.2,Excellent hospitality.,2,spiritual,Varanasi
190,Varanasi,2022,10,3613,3.6,Great place with excellent beaches.,2,spiritual,Varanasi
150,Kerala,2022,10,2874,4.4,Excellent hospitality.,3,backwater,Kerala
187,Kerala,2022,10,2874,5.0,Too crowded during holidays.,3,backwater,Kerala
138,Kerala,2022,10,2874,4.2,Not well maintained in some areas.,3,backwater,Kerala
104,Kerala,2022,10,2874,3.8,Good food and hotels.,3,backwater,Kerala
131,Kerala,2022,10,2874,3.7,Adventure sports were thrilling.,3,backwater,Kerala
138,Rishikesh,2022,10,1976,4.4,Peaceful and beautiful scenery.,2,adventure,Rishikesh
168,Rishikesh,2022,10,1976,3.8,Adventure sports were thrilling.,2,adventure,Rishikesh
178,Rishikesh,2022,10,1976,4.2,Good food and hotels.,2,adventure,Rishikesh
